date,^VIX,^IXIC,^GSPC,^TWII,PCR_Volume
2015-07-06,17.010000228881836,4991.93994140625,2068.760009765625,9255.91796875,1.039817529759471
2015-07-07,16.09000015258789,4997.4599609375,2081.340087890625,9250.1181640625,0.9864142403869739
2015-07-08,19.65999984741211,4909.759765625,2046.6800537109373,8976.0693359375,1.0410464783440971
2015-07-09,19.96999931335449,4922.39990234375,2051.31005859375,8914.0888671875,0.9250366518215264
2015-07-10,16.829999923706055,4997.7001953125,2076.6201171875,8914.0888671875,0.9250366518215264
2015-07-13,13.899999618530272,5071.509765625,2099.60009765625,9033.87890625,1.1193442357821033
2015-07-14,13.369999885559082,5104.89013671875,2108.949951171875,9041.71875,1.2302904231911302
2015-07-15,13.229999542236328,5098.93994140625,2107.39990234375,9054.1591796875,1.0472059096306863
2015-07-16,12.109999656677246,5163.18017578125,2124.2900390625,9042.1689453125,1.1687125965834853
2015-07-17,11.949999809265137,5210.14013671875,2126.639892578125,9045.939453125,1.085700419390876
2015-07-20,12.25,5218.85986328125,2128.280029296875,8974.958984375,1.0689621264774964
2015-07-21,12.220000267028809,5208.1201171875,2119.2099609375,9005.9189453125,1.0446376233555117
2015-07-22,12.119999885559082,5171.77001953125,2114.14990234375,8918.6591796875,1.0139060405716782
2015-07-23,12.640000343322754,5146.41015625,2102.14990234375,8791.080078125,1.06177943247602
2015-07-24,13.739999771118164,5088.6298828125,2079.64990234375,8767.8203125,1.1170397257511595
2015-07-27,15.600000381469728,5039.77978515625,2067.639892578125,8556.6396484375,1.175831001494028
2015-07-28,13.4399995803833,5089.2099609375,2093.25,8582.4501953125,1.017473121560109
2015-07-29,12.5,5111.72998046875,2108.570068359375,8563.4404296875,1.030397001958476
2015-07-30,12.130000114440918,5128.77978515625,2108.6298828125,8651.4501953125,1.0989536305761605
2015-07-31,12.119999885559082,5128.27978515625,2103.840087890625,8665.2998046875,1.1134523894725343
2015-08-03,12.5600004196167,5115.3798828125,2098.0400390625,8524.3701171875,0.9470420841303813
2015-08-04,13.0,5105.5498046875,2093.320068359375,8510.8203125,0.9902726729463588
2015-08-05,12.510000228881836,5139.93994140625,2099.840087890625,8542.2294921875,1.0964073367453036
2015-08-06,13.770000457763672,5056.43994140625,2083.56005859375,8449.51953125,1.2112263163811516
2015-08-07,13.390000343322754,5043.5400390625,2077.570068359375,8442.25,1.0402003160786308
2015-08-10,12.229999542236328,5101.7998046875,2104.179931640625,8466.7998046875,1.0984821992682818
2015-08-11,13.710000038146973,5036.7900390625,2084.070068359375,8394.099609375,1.1550472793296538
2015-08-12,13.609999656677246,5044.39013671875,2086.050048828125,8283.33984375,0.9217338750695621
2015-08-13,13.489999771118164,5033.56005859375,2083.389892578125,8311.7001953125,1.1477477062105215
2015-08-14,12.829999923706056,5048.240234375,2091.5400390625,8305.599609375,1.0340687427306767
2015-08-17,13.020000457763672,5091.7001953125,2102.43994140625,8213.3798828125,1.0938518956323091
2015-08-18,13.789999961853027,5059.35009765625,2096.919921875,8177.1826171875,1.0577197081584864
2015-08-19,15.25,5019.0498046875,2079.610107421875,8021.80224609375,0.8498810310054623
2015-08-20,19.13999938964844,4877.490234375,2035.72998046875,8029.7724609375,1.165184978522434
2015-08-21,28.030000686645508,4706.0400390625,1970.8900146484373,7786.88427734375,1.0603562808508447
2015-08-24,40.7400016784668,4526.25,1893.2099609375,7410.3056640625,1.0116694007238158
2015-08-25,36.02000045776367,4506.490234375,1867.6099853515625,7675.60498046875,0.8435509719022904
2015-08-26,30.31999969482422,4697.5400390625,1940.510009765625,7715.5546875,1.115510222404278
2015-08-27,26.100000381469727,4812.7099609375,1987.6600341796875,7824.513671875,1.1444153853594294
2015-08-28,26.049999237060547,4828.31982421875,1988.8699951171875,8019.142578125,0.9492274862539432
2015-08-31,28.43000030517578,4776.509765625,1972.1800537109373,8174.88232421875,0.9422397313502261
2015-09-01,31.399999618530277,4636.10009765625,1913.8499755859373,8017.5224609375,0.8995155607751028
2015-09-02,26.09000015258789,4749.97998046875,1948.8599853515625,8035.25244140625,0.9652388967128087
2015-09-03,25.61000061035156,4733.5,1951.1300048828125,8095.91259765625,0.9675837104072398
2015-09-04,27.799999237060547,4683.919921875,1921.219970703125,8000.5625,0.9629258846417056
2015-09-07,27.799999237060547,4683.919921875,1921.219970703125,7986.5224609375,0.9056367252824536
2015-09-08,24.899999618530277,4811.93017578125,1969.4100341796875,8001.46240234375,0.8607105844185103
2015-09-09,26.229999542236328,4756.52978515625,1942.0400390625,8286.8798828125,1.03105385323243
2015-09-10,24.3700008392334,4796.25,1952.2900390625,8268.6396484375,1.0445067693973227
2015-09-11,23.200000762939453,4822.33984375,1961.050048828125,8305.7802734375,0.9653524580751036
2015-09-14,24.25,4805.759765625,1953.030029296875,8307.25,1.1091927029515096
2015-09-15,22.540000915527344,4860.52001953125,1978.0899658203125,8259.9501953125,1.1781861963018643
2015-09-16,21.350000381469727,4889.240234375,1995.31005859375,8333.25,1.0825370533697594
2015-09-17,21.13999938964844,4893.9501953125,1990.199951171875,8445.4599609375,0.8910233498183614
2015-09-18,22.280000686645508,4827.22998046875,1958.030029296875,8462.099609375,0.7633381977380518
2015-09-21,20.13999938964844,4828.9501953125,1966.969970703125,8307.0,0.9279046542147096
2015-09-22,22.440000534057617,4756.72021484375,1942.739990234375,8365.8798828125,0.8413513940447042
2015-09-23,22.1299991607666,4752.740234375,1938.760009765625,8193.3798828125,0.9921826773171586
2015-09-24,23.46999931335449,4734.47998046875,1932.239990234375,8123.0625,0.8778959778466263
2015-09-25,23.6200008392334,4686.5,1931.3399658203125,8132.3125,0.7932453273342106
2015-09-28,27.6299991607666,4543.97021484375,1881.77001953125,8132.3125,0.7932453273342106
2015-09-29,26.82999992370605,4517.31982421875,1884.0899658203125,8132.3125,0.7932453273342106
2015-09-30,24.5,4620.16015625,1920.030029296875,8181.20263671875,0.9901645738910766
2015-10-01,22.549999237060547,4627.080078125,1923.8199462890625,8295.900390625,0.7740741845961028
2015-10-02,20.940000534057617,4707.77978515625,1951.3599853515625,8304.990234375,0.8265821396450742
2015-10-05,19.540000915527344,4781.259765625,1987.050048828125,8352.3203125,0.9380655206299373
2015-10-06,19.399999618530277,4748.35986328125,1979.9200439453125,8394.0595703125,0.9310299729556781
2015-10-07,18.399999618530277,4791.14990234375,1995.8299560546875,8495.1904296875,0.9815503984482017
2015-10-08,17.420000076293945,4810.7900390625,2013.4300537109373,8445.919921875,1.0260063016148244
2015-10-09,17.079999923706055,4830.47021484375,2014.8900146484373,8445.919921875,1.0260063016148244
2015-10-12,16.170000076293945,4838.64013671875,2017.4599609375,8573.6796875,0.8151615556338856
2015-10-13,17.670000076293945,4796.60986328125,2003.68994140625,8567.8798828125,0.8225920505188377
2015-10-14,18.030000686645508,4782.85009765625,1994.239990234375,8522.4697265625,0.8728318007249605
2015-10-15,16.049999237060547,4870.10009765625,2023.8599853515625,8601.4794921875,0.8783832569395514
2015-10-16,15.050000190734863,4886.68994140625,2033.1099853515625,8604.91015625,0.940030641278179
2015-10-19,14.979999542236328,4905.47021484375,2033.6600341796875,8631.4599609375,0.9357280869983695
2015-10-20,15.75,4880.97021484375,2030.77001953125,8653.5595703125,0.8417424375068713
2015-10-21,16.700000762939453,4840.1201171875,2018.93994140625,8609.1904296875,0.9508140232359285
2015-10-22,14.449999809265137,4920.0498046875,2052.510009765625,8608.419921875,0.9570568038401975
2015-10-23,14.460000038146973,5031.85986328125,2075.14990234375,8673.76953125,0.9910043080774789
2015-10-26,15.289999961853027,5034.7001953125,2071.179931640625,8745.3203125,0.9555359260081531
2015-10-27,15.43000030517578,5030.14990234375,2065.889892578125,8701.2802734375,1.0184334747918142
2015-10-28,14.329999923706056,5095.68994140625,2090.35009765625,8665.9501953125,0.9262637957568987
2015-10-29,14.609999656677246,5074.27001953125,2089.409912109375,8571.0400390625,1.0977844597578756
2015-10-30,15.06999969482422,5053.75,2079.360107421875,8554.26953125,1.0177510139129569
2015-11-02,14.149999618530272,5127.14990234375,2104.050048828125,8614.7294921875,0.9218377948712537
2015-11-03,14.539999961853027,5145.1298828125,2109.7900390625,8713.150390625,0.9581632653061225
2015-11-04,15.510000228881836,5142.47998046875,2102.31005859375,8856.9794921875,1.2972622127389282
2015-11-05,15.050000190734863,5127.740234375,2099.929931640625,8850.1396484375,1.0980442550510285
2015-11-06,14.329999923706056,5147.1201171875,2099.199951171875,8693.5302734375,1.0427042545819847
2015-11-09,16.520000457763672,5095.2998046875,2078.580078125,8642.4404296875,0.9709750622224391
2015-11-10,15.289999961853027,5083.240234375,2081.719970703125,8536.8603515625,0.9772468761248522
2015-11-11,16.059999465942383,5067.02001953125,2075.0,8414.9697265625,1.0367910506037428
2015-11-12,18.3700008392334,5005.080078125,2045.969970703125,8428.0498046875,1.025994178210196
2015-11-13,20.07999992370605,4927.8798828125,2023.0400390625,8329.4599609375,1.0706561843015134
2015-11-16,18.15999984741211,4984.6201171875,2053.18994140625,8295.3603515625,0.9153083507738594
2015-11-17,18.84000015258789,4986.02001953125,2050.43994140625,8419.3798828125,1.0747636846657604
2015-11-18,16.850000381469727,5075.2001953125,2083.580078125,8340.4296875,1.0734279422559334
2015-11-19,16.989999771118164,5073.64013671875,2081.239990234375,8477.16015625,0.9677150319338059
2015-11-20,15.470000267028809,5104.919921875,2089.169921875,8465.41015625,0.9378019857153537
2015-11-23,15.619999885559082,5102.47998046875,2086.590087890625,8485.6904296875,0.9413662557580053
2015-11-24,15.93000030517578,5102.81005859375,2089.139892578125,8400.099609375,1.0525379545709097
